title,year,link,price,monthly_payment,down_payment_pct,city,date,views,is_verified_seller,is_from_dealer,is_official_dealer,down_payment,mean_price,offer_price,generation,bodywork,engine_volume,mileage,transmission,drive,wheel,color,customs_clearance_in_kz,city_filter,price_numeric
Land Rover Defender X-Dynamic SE,2019,https://kolesa.kz/a/show/217207825?search_id=98af25d4bbe0c15f4015cce29f8891ad9c8ea72c&search_type=filter&advert_position=329,81 327 000₸,,,Усть-Каменогорск,30 апреля,286,TRUE,FALSE,FALSE,,,81 327 000 ₸,2019 - н.в. 2 поколение (L663),Внедорожник,3 (бензин),20 км,Автомат,Полный привод,Слева,белый,Да,all,81327000
Land Rover Range Rover Sport Dynamic SE,2022,https://kolesa.kz/a/show/216061083?search_id=98af25d4bbe0c15f4015cce29f8891ad9c8ea72c&search_type=filter&advert_position=330,99 997 000₸,,,Астана,30 апреля,1123,FALSE,FALSE,TRUE,,,99 997 000 ₸,2022 - н.в. 3 поколение,Внедорожник,3 (бензин),1 км,Автомат,Полный привод,Слева,серый,Да,all,99997000
Land Rover Range Rover Autobiography,2021,https://kolesa.kz/a/show/218473368?search_id=98af25d4bbe0c15f4015cce29f8891ad9c8ea72c&search_type=filter&advert_position=331,139 273 000₸,,,Павлодар,30 апреля,97,TRUE,FALSE,FALSE,,,139 273 000 ₸,2021 - н.в. 5 поколение,Внедорожник,4.4 (бензин),20 км,Автомат,Полный привод,Слева,золотистый металлик,Да,all,139273000
BMW X5 M60i,2023,https://kolesa.kz/a/show/215220650?search_id=98af25d4bbe0c15f4015cce29f8891ad9c8ea72c&search_type=filter&advert_position=332,87 889 724₸,,,Алматы,30 апреля,2170,FALSE,FALSE,TRUE,,,87 889 724 ₸,2023 - н.в. G05 рестайлинг,Кроссовер,4.4 (бензин),2 км,Автомат,Полный привод,Слева,синий,Да,all,87889724
BMW X5 XDrive 40i,2023,https://kolesa.kz/a/show/213365282?search_id=98af25d4bbe0c15f4015cce29f8891ad9c8ea72c&search_type=filter&advert_position=333,76 744 000₸,,,Караганда,30 апреля,171,FALSE,FALSE,TRUE,,65 066 000 ₸,76 744 000 ₸,2023 - н.в. G05 рестайлинг,Кроссовер,3 (бензин),,Автомат,Полный привод,Слева,серый металлик,Да,all,76744000
Cadillac Escalade Sport Platinum,2024,https://kolesa.kz/a/show/211504348?search_id=98af25d4bbe0c15f4015cce29f8891ad9c8ea72c&search_type=filter&advert_position=334,90 000 000₸,,,Алматы,30 апреля,3788,TRUE,FALSE,FALSE,,100 000 000 ₸,90 000 000 ₸,2024 - н.в. 5 поколение рестайлинг,Внедорожник,6.2 (бензин),,Автомат,Полный привод,Слева,,Да,all,90000000
Jeep Wrangler Rubicon 392,2017,https://kolesa.kz/a/show/213191155?search_id=98af25d4bbe0c15f4015cce29f8891ad9c8ea72c&search_type=filter&advert_position=335,60 000 000₸,,,Алматы,30 апреля,2723,TRUE,FALSE,FALSE,,,60 000 000 ₸,2017 - н.в. JL,Внедорожник,6.4 (бензин),,Автомат,Полный привод,Слева,,Да,all,60000000
Mercedes-Benz S 580 4MATIC,2026,https://kolesa.kz/a/show/215638254?search_id=98af25d4bbe0c15f4015cce29f8891ad9c8ea72c&search_type=filter&advert_position=336,128 000 000₸,,,Алматы,30 апреля,2446,FALSE,FALSE,TRUE,,,128 000 000 ₸,2026 - н.в. W223 рестайлинг,Седан,4 (бензин),26 км,Автомат,Полный привод,Слева,черный металлик,Да,all,128000000
Lexus GX 550 Overtrail,2023,https://kolesa.kz/a/show/196945347?search_id=98af25d4bbe0c15f4015cce29f8891ad9c8ea72c&search_type=filter&advert_position=337,66 190 000₸,,,Астана,30 апреля,822,FALSE,FALSE,TRUE,,,66 190 000 ₸,2023 - н.в. 3 поколение (J250),Внедорожник,3.5 (бензин),,Автомат,Полный привод,Слева,черный металлик,Да,all,66190000
Mercedes-Maybach S 580 4MATIC,2026,https://kolesa.kz/a/show/215823924?search_id=98af25d4bbe0c15f4015cce29f8891ad9c8ea72c&search_type=filter&advert_position=338,118 000 000₸,,,Алматы,30 апреля,1128,FALSE,FALSE,TRUE,,,118 000 000 ₸,2026 - н.в. Z223 рестайлинг,Седан,4 (бензин),26 км,Автомат,Полный привод,Слева,черный металлик,Да,all,118000000
Mercedes-Benz GLE Coupe 53 AMG 4MATIC,2019,https://kolesa.kz/a/show/215517844?search_id=98af25d4bbe0c15f4015cce29f8891ad9c8ea72c&search_type=filter&advert_position=339,79 600 000₸,,,Атырау,30 апреля,196,FALSE,FALSE,TRUE,,,79 600 000 ₸,2019 - н.в. C293,Кроссовер,3 (бензин),26 км,Автомат,Полный привод,Слева,черный металлик,Да,all,79600000
Cadillac Escalade,2020,https://kolesa.kz/a/show/207826495?search_id=98af25d4bbe0c15f4015cce29f8891ad9c8ea72c&search_type=filter&advert_position=340,63 700 000₸,,,Алматы,30 апреля,443,FALSE,TRUE,FALSE,,61 959 000 ₸,63 700 000 ₸,2020 - н.в. 5 поколение,Внедорожник,6.2 (бензин),,Автомат,Полный привод,Слева,черный,Да,all,63700000
Mercedes-Maybach S 580 4MATIC,2026,https://kolesa.kz/a/show/215823924?search_id=ad7836ac19a270cc2a9286f3ac23f625db7ab519&search_type=filter&advert_position=341,118 000 000₸,,,Алматы,30 апреля,1129,FALSE,FALSE,TRUE,,,118 000 000 ₸,2026 - н.в. Z223 рестайлинг,Седан,4 (бензин),26 км,Автомат,Полный привод,Слева,черный металлик,Да,all,118000000
Mercedes-Benz GLE Coupe 53 AMG 4MATIC,2019,https://kolesa.kz/a/show/215517844?search_id=ad7836ac19a270cc2a9286f3ac23f625db7ab519&search_type=filter&advert_position=342,79 600 000₸,,,Атырау,30 апреля,197,FALSE,FALSE,TRUE,,,79 600 000 ₸,2019 - н.в. C293,Кроссовер,3 (бензин),26 км,Автомат,Полный привод,Слева,черный металлик,Да,all,79600000
Cadillac Escalade,2020,https://kolesa.kz/a/show/207826495?search_id=ad7836ac19a270cc2a9286f3ac23f625db7ab519&search_type=filter&advert_position=343,63 700 000₸,,,Алматы,30 апреля,444,FALSE,TRUE,FALSE,,61 959 000 ₸,63 700 000 ₸,2020 - н.в. 5 поколение,Внедорожник,6.2 (бензин),,Автомат,Полный привод,Слева,черный,Да,all,63700000
Infiniti QX80 Sensory,2024,https://kolesa.kz/a/show/210923474?search_id=ad7836ac19a270cc2a9286f3ac23f625db7ab519&search_type=filter&advert_position=344,69 990 000₸,,,Тараз,30 апреля,2088,FALSE,FALSE,TRUE,,,69 990 000 ₸,2024 - н.в. Z63,Внедорожник,3.5 (бензин),,Автомат,Полный привод,Слева,,Да,all,69990000
Mercedes-Benz GLE Coupe 53 AMG 4MATIC,2019,https://kolesa.kz/a/show/217110436?search_id=ad7836ac19a270cc2a9286f3ac23f625db7ab519&search_type=filter&advert_position=345,83 175 480₸,,,Алматы,30 апреля,579,FALSE,FALSE,TRUE,,,83 175 480 ₸,2019 - н.в. C293,Кроссовер,3 (бензин),7 км,Автомат,Полный привод,Слева,черный металлик,Да,all,83175480
