title,year,link,price,monthly_payment,down_payment_pct,city,date,views,is_verified_seller,is_from_dealer,is_official_dealer,down_payment,mean_price,offer_price,generation,bodywork,engine_volume,mileage,transmission,drive,wheel,color,customs_clearance_in_kz,city_filter,price_numeric
Land Rover Range Rover,2021,https://kolesa.kz/a/show/216361745?search_id=8716bd4df654d1767b77a7684d9afc99f4919209&search_type=filter&advert_position=982,109 900 000₸,,,Алматы,28 апреля,97,FALSE,FALSE,FALSE,,93 787 000 ₸,109 900 000 ₸,2021 - н.в. 5 поколение,Внедорожник,4.4 (бензин),34 000 км,Автомат,Полный привод,Слева,,Да,all,109900000
Lexus LX 600,2021,https://kolesa.kz/a/show/210842330?search_id=8716bd4df654d1767b77a7684d9afc99f4919209&search_type=filter&advert_position=983,85 000 000₸,,,Алматы,28 апреля,6197,TRUE,FALSE,FALSE,,86 302 000 ₸,85 000 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.5 (бензин),10 656 км,Автомат,Полный привод,Слева,белый металлик,Да,all,85000000
Lexus LX 600 VIP Black Edition,2021,https://kolesa.kz/a/show/214581880?search_id=8716bd4df654d1767b77a7684d9afc99f4919209&search_type=filter&advert_position=984,67 000 000₸,,,Алматы,28 апреля,5252,TRUE,FALSE,FALSE,,69 560 000 ₸,67 000 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.5 (бензин),31 599 км,Автомат,Полный привод,Слева,белый металлик,Да,all,67000000
Lexus LX 570,2015,https://kolesa.kz/a/show/212794157?search_id=8716bd4df654d1767b77a7684d9afc99f4919209&search_type=filter&advert_position=985,72 900 000₸,584 021₸/мес,75%,Астана,28 апреля,1136,FALSE,FALSE,FALSE,584 021₸,57 686 000 ₸,72 900 000 ₸,2015 - н.в. 3 поколение [2-й рестайлинг] (J2),Внедорожник,5.7 (бензин),30 000 км,Автомат,Полный привод,Слева,черный,Да,all,72900000
BMW X5 XDrive 40i,2023,https://kolesa.kz/a/show/216444960?search_id=8716bd4df654d1767b77a7684d9afc99f4919209&search_type=filter&advert_position=986,60 000 000₸,,,Алматы,28 апреля,842,TRUE,FALSE,FALSE,,59 457 000 ₸,60 000 000 ₸,2023 - н.в. G05 рестайлинг,Кроссовер,3 (бензин),15 481 км,Автомат,Полный привод,Слева,черный,Да,all,60000000
Mercedes-Benz SL 55 AMG,2016,https://kolesa.kz/a/show/216885547?search_id=8716bd4df654d1767b77a7684d9afc99f4919209&search_type=filter&advert_position=987,89 950 000₸,,,Алматы,28 апреля,576,FALSE,FALSE,FALSE,,,89 950 000 ₸,2016 - н.в. R231 рестайлинг,Родстер,2 (бензин),20 000 км,Автомат,Полный привод,Слева,,Да,all,89950000
Mercedes-Benz G 63 AMG,2018,https://kolesa.kz/a/show/217002110?search_id=8716bd4df654d1767b77a7684d9afc99f4919209&search_type=filter&advert_position=988,108 900 000₸,,,Алматы,28 апреля,53,FALSE,FALSE,FALSE,,97 925 000 ₸,108 900 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),45 000 км,Автомат,Полный привод,Слева,белый,Да,all,108900000
Mercedes-Benz G 63 AMG,2018,https://kolesa.kz/a/show/217741592?search_id=8716bd4df654d1767b77a7684d9afc99f4919209&search_type=filter&advert_position=989,117 000 000₸,,,Алматы,28 апреля,86,FALSE,FALSE,FALSE,,97 925 000 ₸,117 000 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),29 000 км,Автомат,Полный привод,Слева,зеленый,Да,all,117000000
Mercedes-Benz G 63 AMG,2018,https://kolesa.kz/a/show/217178945?search_id=8716bd4df654d1767b77a7684d9afc99f4919209&search_type=filter&advert_position=990,117 000 000₸,,,Алматы,28 апреля,57,FALSE,FALSE,FALSE,,113 951 000 ₸,117 000 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),57 000 км,Автомат,Полный привод,Слева,,Да,all,117000000
Mercedes-Benz G 63 AMG,2018,https://kolesa.kz/a/show/216905864?search_id=8716bd4df654d1767b77a7684d9afc99f4919209&search_type=filter&advert_position=991,98 000 000₸,,,Алматы,28 апреля,1200,FALSE,FALSE,FALSE,,104 010 000 ₸,98 000 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),44 000 км,Автомат,Полный привод,Слева,,Да,all,98000000
Audi RS Q8,2019,https://kolesa.kz/a/show/186142319?search_id=8716bd4df654d1767b77a7684d9afc99f4919209&search_type=filter&advert_position=992,72 000 000₸,,,Алматы,28 апреля,275,FALSE,FALSE,FALSE,,,72 000 000 ₸,2019 - н.в. 1 поколение (4MN),Внедорожник,4 (бензин),2 500 км,Автомат,Полный привод,Слева,серый металлик,Да,all,72000000
BMW X7 XDrive 40i,2022,https://kolesa.kz/a/show/207222445?search_id=8716bd4df654d1767b77a7684d9afc99f4919209&search_type=filter&advert_position=993,65 000 000₸,,,Алматы,28 апреля,3922,TRUE,FALSE,FALSE,,55 680 000 ₸,65 000 000 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,3 (бензин),19 173 км,Автомат,Полный привод,Слева,белый,Да,all,65000000
Mercedes-Benz G 63 AMG 4MATIC,2018,https://kolesa.kz/a/show/212671005?search_id=8716bd4df654d1767b77a7684d9afc99f4919209&search_type=filter&advert_position=994,107 000 000₸,,,Алматы,28 апреля,6505,TRUE,FALSE,FALSE,,104 010 000 ₸,107 000 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),67 126 км,Автомат,Полный привод,Слева,черный,Да,all,107000000
BMW X7,2022,https://kolesa.kz/a/show/215384972?search_id=8716bd4df654d1767b77a7684d9afc99f4919209&search_type=filter&advert_position=995,77 000 000₸,584 021₸/мес,77%,Шымкент,28 апреля,618,FALSE,FALSE,FALSE,584 021₸,71 561 000 ₸,77 000 000 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,3 (бензин),16 500 км,Автомат,Полный привод,Слева,,Да,all,77000000
Mercedes-Benz V 220,2014,https://kolesa.kz/a/show/216096167?search_id=8716bd4df654d1767b77a7684d9afc99f4919209&search_type=filter&advert_position=996,77 777 777₸,,,Астана,28 апреля,946,FALSE,FALSE,FALSE,,,77 777 777 ₸,2014 - н.в. W447,Минивэн,2.2 (дизель),15 000 км,Автомат,Полный привод,Слева,,Да,all,77777777
Mercedes-Benz G 63 AMG,2018,https://kolesa.kz/a/show/217105247?search_id=8716bd4df654d1767b77a7684d9afc99f4919209&search_type=filter&advert_position=997,119 950 000₸,,,Алматы,28 апреля,338,FALSE,FALSE,FALSE,,97 925 000 ₸,119 950 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),4 300 км,Автомат,Полный привод,Слева,черный,Да,all,119950000
Lexus LX 600 Luxury+,2021,https://kolesa.kz/a/show/214513765?search_id=8716bd4df654d1767b77a7684d9afc99f4919209&search_type=filter&advert_position=998,80 000 000₸,,,Алматы,28 апреля,3109,TRUE,FALSE,FALSE,,86 302 000 ₸,80 000 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.5 (бензин),30 073 км,Автомат,Полный привод,Слева,белый,Да,all,80000000
Cadillac Escalade,2024,https://kolesa.kz/a/show/218478790?search_id=8716bd4df654d1767b77a7684d9afc99f4919209&search_type=filter&advert_position=999,99 000 000₸,,,Алматы,28 апреля,116,FALSE,FALSE,FALSE,,,99 000 000 ₸,2024 - н.в. 5 поколение рестайлинг,Внедорожник,6.2 (бензин),,Автомат,Полный привод,Слева,черный,Да,all,99000000
Toyota Sequoia,2022,https://kolesa.kz/a/show/218526866?search_id=8716bd4df654d1767b77a7684d9afc99f4919209&search_type=filter&advert_position=1000,69 500 000₸,,,Алматы,28 апреля,168,FALSE,FALSE,FALSE,,,69 500 000 ₸,2022 - н.в. 3 поколение,Внедорожник,3.5 (гибрид),500 км,Автомат,Полный привод,Слева,,Да,all,69500000
Cadillac Escalade,2020,https://kolesa.kz/a/show/203059284?search_id=fceb83e4fed1c7246863701b5cf1baa43915534f&search_type=filter&advert_position=1001,80 000 000₸,,,Шымкент,28 апреля,1204,FALSE,FALSE,FALSE,,61 959 000 ₸,80 000 000 ₸,2020 - н.в. 5 поколение,Внедорожник,6.2 (бензин),19 366 км,Автомат,Полный привод,Слева,черный металлик,Да,all,80000000
Lexus LX 600,2021,https://kolesa.kz/a/show/214879922?search_id=fceb83e4fed1c7246863701b5cf1baa43915534f&search_type=filter&advert_position=1002,69 900 000₸,,,Астана,28 апреля,189,FALSE,FALSE,FALSE,,73 055 000 ₸,69 900 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.5 (бензин),31 000 км,Автомат,Полный привод,Слева,белый,Да,all,69900000
Mercedes-Benz G 550,2018,https://kolesa.kz/a/show/217008019?search_id=fceb83e4fed1c7246863701b5cf1baa43915534f&search_type=filter&advert_position=1003,109 000 000₸,,,Астана,28 апреля,72,FALSE,FALSE,FALSE,,,109 000 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),61 000 км,Автомат,Полный привод,Слева,,Да,all,109000000
Toyota Land Cruiser,2021,https://kolesa.kz/a/show/211369170?search_id=fceb83e4fed1c7246863701b5cf1baa43915534f&search_type=filter&advert_position=1004,62 000 000₸,584 021₸/мес,71%,Алматы,28 апреля,40,FALSE,FALSE,FALSE,584 021₸,56 149 000 ₸,62 000 000 ₸,2021 - н.в. J300,Внедорожник,3.5 (бензин),3 000 км,Автомат,Полный привод,Слева,белый металлик,Да,all,62000000
BMW M3,2020,https://kolesa.kz/a/show/215639267?search_id=fceb83e4fed1c7246863701b5cf1baa43915534f&search_type=filter&advert_position=1005,76 000 000₸,,,Алматы,28 апреля,2876,FALSE,FALSE,FALSE,,,76 000 000 ₸,2020 - н.в. G80,Универсал,3 (бензин),11 000 км,Автомат,Полный привод,Слева,черный,Да,all,76000000
Mercedes-Benz G 63 AMG,2018,https://kolesa.kz/a/show/164059347?search_id=fceb83e4fed1c7246863701b5cf1baa43915534f&search_type=filter&advert_position=1006,112 000 000₸,,,Алматы,28 апреля,45,FALSE,FALSE,FALSE,,113 951 000 ₸,112 000 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),35 000 км,Автомат,Полный привод,Слева,белый,Да,all,112000000
Lexus LX 600 Luxury 7S,2021,https://kolesa.kz/a/show/218145414?search_id=fceb83e4fed1c7246863701b5cf1baa43915534f&search_type=filter&advert_position=1007,71 000 000₸,,,Алматы,28 апреля,239,TRUE,FALSE,FALSE,,69 560 000 ₸,71 000 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.5 (бензин),29 147 км,Автомат,Полный привод,Слева,белый,Да,all,71000000
Land Rover Defender,2019,https://kolesa.kz/a/show/211673736?search_id=fceb83e4fed1c7246863701b5cf1baa43915534f&search_type=filter&advert_position=1008,60 000 000₸,,,Алматы,28 апреля,423,FALSE,FALSE,FALSE,,63 830 000 ₸,60 000 000 ₸,2019 - н.в. 2 поколение (L663),Внедорожник,3 (бензин),15 000 км,Автомат,Полный привод,Слева,серый,Да,all,60000000
Lexus LX 600,2021,https://kolesa.kz/a/show/218489498?search_id=fceb83e4fed1c7246863701b5cf1baa43915534f&search_type=filter&advert_position=1009,74 500 000₸,,,Караганда,28 апреля,105,FALSE,FALSE,FALSE,,73 055 000 ₸,74 500 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.5 (бензин),19 300 км,Автомат,Полный привод,Слева,,Да,all,74500000
BMW 740 XDrive 3.0,2022,https://kolesa.kz/a/show/212002450?search_id=fceb83e4fed1c7246863701b5cf1baa43915534f&search_type=filter&advert_position=1010,73 500 000₸,,,Алматы,28 апреля,6698,TRUE,FALSE,FALSE,,74 560 000 ₸,73 500 000 ₸,2022 - н.в. G70,Седан,3 (бензин),13 651 км,Автомат,Полный привод,Слева,белый,Да,all,73500000
BMW X5 XDrive 40i,2023,https://kolesa.kz/a/show/216602068?search_id=fceb83e4fed1c7246863701b5cf1baa43915534f&search_type=filter&advert_position=1011,75 357 266₸,,,Астана,28 апреля,623,FALSE,FALSE,TRUE,,65 066 000 ₸,75 357 266 ₸,2023 - н.в. G05 рестайлинг,Кроссовер,3 (бензин),,Автомат,Полный привод,Слева,,Да,all,75357266
Audi RS Q8,2019,https://kolesa.kz/a/show/217750967?search_id=fceb83e4fed1c7246863701b5cf1baa43915534f&search_type=filter&advert_position=1012,73 000 000₸,,,Астана,28 апреля,444,FALSE,TRUE,FALSE,,,73 000 000 ₸,2019 - н.в. 1 поколение (4MN),Внедорожник,4 (бензин),7 952 км,Автомат,Полный привод,Слева,,Да,all,73000000
Land Rover Range Rover,2021,https://kolesa.kz/a/show/211916626?search_id=fceb83e4fed1c7246863701b5cf1baa43915534f&search_type=filter&advert_position=1013,149 000 000₸,,,Астана,28 апреля,4114,FALSE,FALSE,FALSE,,135 040 000 ₸,149 000 000 ₸,2021 - н.в. 5 поколение,Внедорожник,4.4 (бензин),4 000 км,Автомат,Полный привод,Слева,черный,Да,all,149000000
Land Rover Range Rover,2021,https://kolesa.kz/a/show/216419149?search_id=fceb83e4fed1c7246863701b5cf1baa43915534f&search_type=filter&advert_position=1014,84 000 000₸,,,Алматы,28 апреля,101,FALSE,FALSE,FALSE,,90 748 000 ₸,84 000 000 ₸,2021 - н.в. 5 поколение,Внедорожник,4.4 (бензин),45 000 км,Автомат,Полный привод,Слева,,Да,all,84000000
Mercedes-Benz G 63 AMG,2018,https://kolesa.kz/a/show/209610083?search_id=fceb83e4fed1c7246863701b5cf1baa43915534f&search_type=filter&advert_position=1015,99 900 000₸,,,Алматы,28 апреля,77,FALSE,FALSE,FALSE,,92 185 000 ₸,99 900 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),52 000 км,Автомат,Полный привод,Слева,черный,Да,all,99900000
Land Rover Range Rover,2021,https://kolesa.kz/a/show/211922774?search_id=fceb83e4fed1c7246863701b5cf1baa43915534f&search_type=filter&advert_position=1016,169 000 000₸,,,Астана,28 апреля,6261,FALSE,FALSE,FALSE,,135 040 000 ₸,169 000 000 ₸,2021 - н.в. 5 поколение,Внедорожник,4.4 (бензин),50 км,Автомат,Полный привод,Слева,черный,Да,all,169000000
Toyota Sequoia,2022,https://kolesa.kz/a/show/214110629?search_id=fceb83e4fed1c7246863701b5cf1baa43915534f&search_type=filter&advert_position=1017,63 000 000₸,,,Алматы,28 апреля,75,FALSE,FALSE,FALSE,,58 610 000 ₸,63 000 000 ₸,2022 - н.в. 3 поколение,Внедорожник,3.5 (гибрид),45 000 км,Автомат,Полный привод,Слева,черный,Да,all,63000000
Toyota Land Cruiser,2021,https://kolesa.kz/a/show/161304199?search_id=fceb83e4fed1c7246863701b5cf1baa43915534f&search_type=filter&advert_position=1018,68 750 000₸,,,Астана,28 апреля,18,FALSE,TRUE,FALSE,,56 149 000 ₸,68 750 000 ₸,2021 - н.в. J300,Внедорожник,3.5 (бензин),130 000 км,Автомат,Полный привод,Слева,черный металлик,Да,all,68750000
Nissan Z,2021,https://kolesa.kz/a/show/218554796?search_id=fceb83e4fed1c7246863701b5cf1baa43915534f&search_type=filter&advert_position=1019,60 000 000₸,,,Алматы,28 апреля,98,FALSE,FALSE,FALSE,,,60 000 000 ₸,2021 - н.в. 1 поколение,Купе,3 (бензин),1 100 км,Автомат,Задний привод,Слева,черный,Да,all,60000000
BMW 840,2018,https://kolesa.kz/a/show/206972712?search_id=fceb83e4fed1c7246863701b5cf1baa43915534f&search_type=filter&advert_position=1020,70 000 000₸,,,Шымкент,28 апреля,104,FALSE,FALSE,FALSE,,,70 000 000 ₸,2018 - н.в. G15,Седан,3 (бензин),25 000 км,Автомат,Полный привод,Слева,оранжевый металлик,Да,all,70000000
Nissan Z,2021,https://kolesa.kz/a/show/218554796?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1021,60 000 000₸,,,Алматы,28 апреля,99,FALSE,FALSE,FALSE,,,60 000 000 ₸,2021 - н.в. 1 поколение,Купе,3 (бензин),1 100 км,Автомат,Задний привод,Слева,черный,Да,all,60000000
BMW 840,2018,https://kolesa.kz/a/show/206972712?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1022,70 000 000₸,,,Шымкент,28 апреля,105,FALSE,FALSE,FALSE,,,70 000 000 ₸,2018 - н.в. G15,Седан,3 (бензин),25 000 км,Автомат,Полный привод,Слева,оранжевый металлик,Да,all,70000000
Mercedes-Benz EQS,2021,https://kolesa.kz/a/show/182455328?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1023,75 000 000₸,,,Астана,28 апреля,786,FALSE,FALSE,FALSE,,,75 000 000 ₸,2021 - н.в. 1 поколение (V297),Лифтбек,,2 500 км,Автомат,Полный привод,Слева,белый металлик,Да,all,75000000
Mercedes-Benz S 580,2020,https://kolesa.kz/a/show/204104238?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1024,67 000 000₸,,,Алматы,28 апреля,1378,FALSE,FALSE,FALSE,,79 524 000 ₸,67 000 000 ₸,2020 - н.в. W223,Седан,4 (бензин),41 800 км,Автомат,Полный привод,Слева,,Да,all,67000000
BMW X7,2022,https://kolesa.kz/a/show/198925772?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1025,60 000 000₸,584 021₸/мес,70%,Алматы,28 апреля,15,FALSE,FALSE,FALSE,584 021₸,61 285 000 ₸,60 000 000 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,3 (бензин),60 000 км,Автомат,Полный привод,Слева,,Да,all,60000000
Lexus LX 600,2021,https://kolesa.kz/a/show/210754838?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1026,86 000 000₸,,,Алматы,28 апреля,9953,FALSE,FALSE,FALSE,,86 302 000 ₸,86 000 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.5 (бензин),,Автомат,Полный привод,Слева,черный,Да,all,86000000
RAM 1500,2023,https://kolesa.kz/a/show/199516355?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1027,68 000 000₸,,,Павлодар,28 апреля,65,FALSE,FALSE,FALSE,,,68 000 000 ₸,2023 - н.в. 2 поколение рестайлинг,Пикап,6.2 (бензин),55 000 км,Автомат,Полный привод,Слева,белый,Да,all,68000000
Lexus LX 600,2021,https://kolesa.kz/a/show/216379390?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1028,87 500 000₸,,,Алматы,28 апреля,43,FALSE,FALSE,FALSE,,86 302 000 ₸,87 500 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.5 (бензин),8 300 км,Автомат,Полный привод,Слева,черный металлик,Да,all,87500000
Ford F-Series,2017,https://kolesa.kz/a/show/186791363?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1029,65 000 000₸,,,Астана,28 апреля,36,FALSE,FALSE,FALSE,,45 129 000 ₸,65 000 000 ₸,2017 - 2020 13 поколение рестайлинг,Пикап,3.5 (бензин),51 000 км,Автомат,Полный привод,Слева,черный,Да,all,65000000
Mercedes-Benz G 63 AMG,2024,https://kolesa.kz/a/show/182710262?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1030,168 000 000₸,,,Астана,28 апреля,21169,FALSE,FALSE,FALSE,,174 225 000 ₸,168 000 000 ₸,2024 - н.в. W463 рестайлинг,Внедорожник,4 (бензин),,Автомат,Полный привод,Слева,черный,Да,all,168000000
Lexus LX 600,2021,https://kolesa.kz/a/show/218540303?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1031,76 200 000₸,,,Шымкент,28 апреля,80,FALSE,FALSE,FALSE,,79 103 000 ₸,76 200 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.5 (бензин),14 000 км,Автомат,Полный привод,Слева,,Да,all,76200000
Toyota Land Cruiser,2021,https://kolesa.kz/a/show/216357612?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1032,63 000 000₸,584 021₸/мес,71%,Астана,28 апреля,38,FALSE,FALSE,FALSE,584 021₸,56 149 000 ₸,63 000 000 ₸,2021 - н.в. J300,Внедорожник,3.5 (бензин),20 000 км,Автомат,Полный привод,Слева,черный,Да,all,63000000
Cadillac Escalade,2020,https://kolesa.kz/a/show/188595126?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1033,67 000 000₸,,,Алматы,28 апреля,22,FALSE,FALSE,FALSE,,61 959 000 ₸,67 000 000 ₸,2020 - н.в. 5 поколение,Внедорожник,6.2 (бензин),8 800 км,Автомат,Полный привод,Слева,белый металлик,Да,all,67000000
BMW X7,2022,https://kolesa.kz/a/show/200482410?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1034,65 000 000₸,584 021₸/мес,72%,Алматы,28 апреля,31,FALSE,FALSE,FALSE,584 021₸,73 673 000 ₸,65 000 000 ₸,2022 - н.в. G07 рестайлинг,Кроссовер,4.4 (бензин),2 000 км,Автомат,Полный привод,Слева,черный,Да,all,65000000
Audi RS 7,2019,https://kolesa.kz/a/show/218535148?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1035,73 500 000₸,,,Жетысай,28 апреля,187,FALSE,FALSE,FALSE,,,73 500 000 ₸,2019 - н.в. 2 поколение (C8),Лифтбек,4 (бензин),173 850 км,Автомат,Полный привод,Слева,серебристый металлик,Да,all,73500000
BMW M5,2020,https://kolesa.kz/a/show/216782695?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1036,62 000 000₸,,,Шымкент,28 апреля,206,FALSE,FALSE,FALSE,,66 374 000 ₸,62 000 000 ₸,2020 - н.в. F90 рестайлинг,Седан,4.4 (бензин),29 584 км,Автомат,Полный привод,Слева,черный,Да,all,62000000
Toyota Land Cruiser,2021,https://kolesa.kz/a/show/217055678?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1037,60 000 000₸,584 021₸/мес,70%,Алматы,28 апреля,19,FALSE,FALSE,FALSE,584 021₸,60 621 000 ₸,60 000 000 ₸,2021 - н.в. J300,Внедорожник,3.5 (бензин),70 000 км,Автомат,Полный привод,Слева,белый металлик,Да,all,60000000
Bentley Bentayga,2015,https://kolesa.kz/a/show/197405195?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1038,140 000 000₸,,,Алматы,28 апреля,54,FALSE,FALSE,FALSE,,,140 000 000 ₸,2015 - н.в. 1 поколение (4V1),Кроссовер,4 (бензин),13 000 км,Автомат,Полный привод,Слева,черный,Да,all,140000000
Mercedes-Benz G 63 AMG,2018,https://kolesa.kz/a/show/217655531?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1039,100 000 000₸,,,Алматы,28 апреля,19,FALSE,FALSE,FALSE,,97 925 000 ₸,100 000 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),60 000 км,Автомат,Полный привод,Слева,,Да,all,100000000
Lexus LX 600,2021,https://kolesa.kz/a/show/218530396?search_id=84ac39d9634e5b9a40a88efdb3e1da13c3713035&search_type=filter&advert_position=1040,88 000 000₸,,,Астана,28 апреля,48,FALSE,FALSE,FALSE,,79 103 000 ₸,88 000 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.5 (бензин),5 000 км,Автомат,Полный привод,Слева,черный металлик,Да,all,88000000
Mercedes-Benz G 63 AMG,2018,https://kolesa.kz/a/show/218529012?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1041,118 900 000₸,,,Алматы,28 апреля,39,FALSE,FALSE,FALSE,,113 951 000 ₸,118 900 000 ₸,2018 - н.в. W463,Внедорожник,4 (бензин),38 000 км,Автомат,Полный привод,Слева,,Да,all,118900000
BMW X5,2023,https://kolesa.kz/a/show/216320758?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1042,61 000 000₸,584 021₸/мес,70%,Тараз,28 апреля,33,FALSE,FALSE,FALSE,584 021₸,65 066 000 ₸,61 000 000 ₸,2023 - н.в. G05 рестайлинг,Кроссовер,3 (бензин),7 200 км,Автомат,Полный привод,Слева,белый,Да,all,61000000
Lexus GX 550,2023,https://kolesa.kz/a/show/218522874?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1043,65 000 000₸,,,Алматы,28 апреля,43,FALSE,FALSE,FALSE,,59 305 000 ₸,65 000 000 ₸,2023 - н.в. 3 поколение (J250),Внедорожник,3.4 (бензин),17 000 км,Автомат,Полный привод,Слева,белый,Да,all,65000000
Chevrolet Tahoe,2019,https://kolesa.kz/a/show/207308762?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1044,64 999 999₸,,,Алматы,28 апреля,1203,FALSE,FALSE,FALSE,,,64 999 999 ₸,2019 - н.в. 5 поколение (GMT T1XX),Внедорожник,6.2 (бензин),80 км,Автомат,Полный привод,Слева,,Да,all,64999999
Lexus RX 300,2003,https://kolesa.kz/a/show/218522708?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1045,62 000 000₸,649 156₸/мес,71%,Кызылорда,28 апреля,39,FALSE,FALSE,FALSE,649 156₸,5 655 000 ₸,62 000 000 ₸,1997 - 2003 1 поколение (MCU15),Кроссовер,3 (бензин),,Автомат,Полный привод,Слева,,Да,all,62000000
Lexus LX 600,2021,https://kolesa.kz/a/show/218522957?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1046,89 400 000₸,,,Алматы,28 апреля,60,FALSE,FALSE,FALSE,,86 302 000 ₸,89 400 000 ₸,2021 - н.в. 4 поколение,Внедорожник,3.5 (бензин),4 500 км,Автомат,Полный привод,Слева,,Да,all,89400000
Lexus LX 570,2015,https://kolesa.kz/a/show/176820491?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1047,63 000 000₸,584 021₸/мес,71%,Алматы,28 апреля,61,FALSE,FALSE,FALSE,584 021₸,54 877 000 ₸,63 000 000 ₸,2015 - н.в. 3 поколение [2-й рестайлинг] (J2),Внедорожник,5.7 (бензин),77 000 км,Автомат,Полный привод,Слева,черный металлик,Да,all,63000000
BMW X5 M,2019,https://kolesa.kz/a/show/218519495?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1048,60 000 000₸,,,Астана,28 апреля,56,FALSE,FALSE,FALSE,,62 482 000 ₸,60 000 000 ₸,2019 - н.в. F95,Кроссовер,4.4 (бензин),,Автомат,Полный привод,Слева,,Да,all,60000000
Porsche Panamera,2020,https://kolesa.kz/a/show/213730114?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1049,77 250 000₸,,,Алматы,28 апреля,33,FALSE,FALSE,FALSE,,,77 250 000 ₸,2020 - н.в. 971 рестайлинг,Лифтбек,2.9 (бензин),19 000 км,Робот,Полный привод,Слева,серый,Да,all,77250000
Mercedes-Benz G 63 AMG,2024,https://kolesa.kz/a/show/211910862?search_id=cbcddba770bcd067a2437ba7190b68792003845a&search_type=filter&advert_position=1050,178 000 000₸,,,Алматы,28 апреля,3278,FALSE,FALSE,FALSE,,189 071 000 ₸,178 000 000 ₸,2024 - н.в. W465 рестайлинг,Внедорожник,4 (бензин),,Автомат,Полный привод,Слева,синий,Да,all,178000000
